timestamp,consumo_kwh,produzione_kwh,autoconsumo_kwh,immissione_rete_kwh,prelievo_rete_kwh
2026-07-18 12:00:00,1.32,0.84,0.84,0.0,0.48
2026-07-18 13:00:00,1.37,0.76,0.76,0.0,0.61
2026-07-18 14:00:00,1.65,3.44,1.65,1.79,0.0
2026-07-18 15:00:00,1.35,5.05,1.35,3.7,0.0
2026-07-18 16:00:00,1.38,2.65,1.38,1.27,0.0
2026-07-18 17:00:00,1.35,3.1,1.35,1.75,0.0
2026-07-18 18:00:00,1.38,1.56,1.38,0.18,0.0
2026-07-18 19:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-18 20:00:00,1.25,0.0,0.0,0.0,1.25
2026-07-18 21:00:00,1.3,0.0,0.0,0.0,1.3
2026-07-18 22:00:00,1.42,0.0,0.0,0.0,1.42
2026-07-18 23:00:00,1.41,0.0,0.0,0.0,1.41
2026-07-19 00:00:00,1.4,0.0,0.0,0.0,1.4
2026-07-19 01:00:00,1.4,0.0,0.0,0.0,1.4
2026-07-19 02:00:00,1.36,0.0,0.0,0.0,1.36
2026-07-19 03:00:00,1.43,0.0,0.0,0.0,1.43
2026-07-19 04:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-19 05:00:00,1.36,0.0,0.0,0.0,1.36
2026-07-19 06:00:00,1.33,0.0,0.0,0.0,1.33
2026-07-19 07:00:00,1.39,0.0,0.0,0.0,1.39
2026-07-19 08:00:00,1.31,1.68,1.31,0.37,0.0
2026-07-19 09:00:00,1.48,2.99,1.48,1.51,0.0
2026-07-19 10:00:00,1.43,2.56,1.43,1.13,0.0
2026-07-19 11:00:00,1.45,2.92,1.45,1.47,0.0
2026-07-19 12:00:00,1.46,5.72,1.46,4.26,0.0
2026-07-19 13:00:00,1.46,3.63,1.46,2.17,0.0
2026-07-19 14:00:00,1.38,0.8,0.8,0.0,0.58
2026-07-19 15:00:00,1.46,5.13,1.46,3.67,0.0
2026-07-19 16:00:00,1.49,4.39,1.49,2.9,0.0
2026-07-19 17:00:00,1.42,1.72,1.42,0.3,0.0
2026-07-19 18:00:00,1.32,1.11,1.11,0.0,0.21
2026-07-19 19:00:00,1.39,0.0,0.0,0.0,1.39
2026-07-19 20:00:00,1.28,0.0,0.0,0.0,1.28
2026-07-19 21:00:00,1.33,0.0,0.0,0.0,1.33
2026-07-19 22:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-19 23:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-20 00:00:00,1.38,0.0,0.0,0.0,1.38
2026-07-20 01:00:00,1.4,0.0,0.0,0.0,1.4
2026-07-20 02:00:00,1.55,0.0,0.0,0.0,1.55
2026-07-20 03:00:00,1.8,0.0,0.0,0.0,1.8
2026-07-20 04:00:00,1.7,0.0,0.0,0.0,1.7
2026-07-20 05:00:00,1.98,0.0,0.0,0.0,1.98
2026-07-20 06:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-20 07:00:00,1.39,0.0,0.0,0.0,1.39
2026-07-20 08:00:00,11.3,1.5,1.5,0.0,9.8
2026-07-20 09:00:00,12.59,0.55,0.55,0.0,12.04
2026-07-20 10:00:00,10.92,2.52,2.52,0.0,8.4
2026-07-20 11:00:00,12.01,3.08,3.08,0.0,8.93
2026-07-20 12:00:00,11.52,5.9,5.9,0.0,5.62
2026-07-20 13:00:00,12.43,5.88,5.88,0.0,6.55
2026-07-20 14:00:00,10.99,3.53,3.53,0.0,7.46
2026-07-20 15:00:00,12.58,3.25,3.25,0.0,9.33
2026-07-20 16:00:00,11.04,0.65,0.65,0.0,10.39
2026-07-20 17:00:00,9.72,1.91,1.91,0.0,7.81
2026-07-20 18:00:00,11.6,1.5,1.5,0.0,10.1
2026-07-20 19:00:00,1.68,0.03,0.03,0.0,1.65
2026-07-20 20:00:00,1.97,0.0,0.0,0.0,1.97
2026-07-20 21:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-20 22:00:00,1.74,0.0,0.0,0.0,1.74
2026-07-20 23:00:00,1.81,0.0,0.0,0.0,1.81
2026-07-21 00:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-21 01:00:00,1.41,0.0,0.0,0.0,1.41
2026-07-21 02:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-21 03:00:00,1.6,0.0,0.0,0.0,1.6
2026-07-21 04:00:00,1.86,0.0,0.0,0.0,1.86
2026-07-21 05:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-21 06:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-21 07:00:00,1.99,0.04,0.04,0.0,1.95
2026-07-21 08:00:00,11.35,1.06,1.06,0.0,10.29
2026-07-21 09:00:00,10.17,3.06,3.06,0.0,7.11
2026-07-21 10:00:00,11.31,4.3,4.3,0.0,7.01
2026-07-21 11:00:00,11.22,5.08,5.08,0.0,6.14
2026-07-21 12:00:00,11.25,3.5,3.5,0.0,7.75
2026-07-21 13:00:00,10.31,3.65,3.65,0.0,6.66
2026-07-21 14:00:00,11.92,5.81,5.81,0.0,6.11
2026-07-21 15:00:00,10.95,3.26,3.26,0.0,7.69
2026-07-21 16:00:00,10.96,4.25,4.25,0.0,6.71
2026-07-21 17:00:00,12.26,2.97,2.97,0.0,9.29
2026-07-21 18:00:00,11.8,0.9,0.9,0.0,10.9
2026-07-21 19:00:00,1.74,0.17,0.17,0.0,1.57
2026-07-21 20:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-21 21:00:00,1.56,0.0,0.0,0.0,1.56
2026-07-21 22:00:00,1.64,0.0,0.0,0.0,1.64
2026-07-21 23:00:00,1.72,0.0,0.0,0.0,1.72
2026-07-22 00:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-22 01:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-22 02:00:00,1.41,0.0,0.0,0.0,1.41
2026-07-22 03:00:00,1.88,0.0,0.0,0.0,1.88
2026-07-22 04:00:00,1.94,0.0,0.0,0.0,1.94
2026-07-22 05:00:00,1.56,0.0,0.0,0.0,1.56
2026-07-22 06:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-22 07:00:00,1.71,0.11,0.11,0.0,1.6
2026-07-22 08:00:00,11.99,0.11,0.11,0.0,11.88
2026-07-22 09:00:00,12.01,1.72,1.72,0.0,10.29
2026-07-22 10:00:00,10.24,4.3,4.3,0.0,5.94
2026-07-22 11:00:00,10.47,5.17,5.17,0.0,5.3
2026-07-22 12:00:00,11.17,3.43,3.43,0.0,7.74
2026-07-22 13:00:00,11.7,5.93,5.93,0.0,5.77
2026-07-22 14:00:00,10.34,5.78,5.78,0.0,4.56
2026-07-22 15:00:00,10.93,5.07,5.07,0.0,5.86
2026-07-22 16:00:00,11.17,4.18,4.18,0.0,6.99
2026-07-22 17:00:00,12.19,2.96,2.96,0.0,9.23
2026-07-22 18:00:00,10.19,1.53,1.53,0.0,8.66
2026-07-22 19:00:00,1.54,0.0,0.0,0.0,1.54
2026-07-22 20:00:00,1.58,0.0,0.0,0.0,1.58
2026-07-22 21:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-22 22:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-22 23:00:00,1.69,0.0,0.0,0.0,1.69
2026-07-23 00:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-23 01:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-23 02:00:00,1.34,0.0,0.0,0.0,1.34
2026-07-23 03:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-23 04:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-23 05:00:00,1.55,0.0,0.0,0.0,1.55
2026-07-23 06:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-23 07:00:00,1.41,0.0,0.0,0.0,1.41
2026-07-23 08:00:00,10.89,1.48,1.48,0.0,9.41
2026-07-23 09:00:00,10.39,0.46,0.46,0.0,9.93
2026-07-23 10:00:00,11.52,2.41,2.41,0.0,9.11
2026-07-23 11:00:00,11.14,5.18,5.18,0.0,5.96
2026-07-23 12:00:00,10.7,5.75,5.75,0.0,4.95
2026-07-23 13:00:00,9.52,3.57,3.57,0.0,5.95
2026-07-23 14:00:00,11.26,5.93,5.93,0.0,5.33
2026-07-23 15:00:00,10.42,3.17,3.17,0.0,7.25
2026-07-23 16:00:00,11.32,2.48,2.48,0.0,8.84
2026-07-23 17:00:00,12.89,3.11,3.11,0.0,9.78
2026-07-23 18:00:00,11.57,1.46,1.46,0.0,10.11
2026-07-23 19:00:00,1.54,0.0,0.0,0.0,1.54
2026-07-23 20:00:00,1.69,0.0,0.0,0.0,1.69
2026-07-23 21:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-23 22:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-23 23:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-24 00:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-24 01:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-24 02:00:00,1.62,0.0,0.0,0.0,1.62
2026-07-24 03:00:00,1.6,0.0,0.0,0.0,1.6
2026-07-24 04:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-24 05:00:00,1.62,0.0,0.0,0.0,1.62
2026-07-24 06:00:00,1.54,0.0,0.0,0.0,1.54
2026-07-24 07:00:00,1.37,0.22,0.22,0.0,1.15
2026-07-24 08:00:00,11.41,0.95,0.95,0.0,10.46
2026-07-24 09:00:00,11.21,1.65,1.65,0.0,9.56
2026-07-24 10:00:00,10.19,2.5,2.5,0.0,7.69
2026-07-24 11:00:00,11.63,3.15,3.15,0.0,8.48
2026-07-24 12:00:00,11.15,3.44,3.44,0.0,7.71
2026-07-24 13:00:00,13.18,0.94,0.94,0.0,12.24
2026-07-24 14:00:00,10.24,5.79,5.79,0.0,4.45
2026-07-24 15:00:00,10.52,5.22,5.22,0.0,5.3
2026-07-24 16:00:00,11.61,2.6,2.6,0.0,9.01
2026-07-24 17:00:00,11.23,3.09,3.09,0.0,8.14
2026-07-24 18:00:00,11.45,1.35,1.35,0.0,10.1
2026-07-24 19:00:00,1.72,0.0,0.0,0.0,1.72
2026-07-24 20:00:00,1.71,0.0,0.0,0.0,1.71
2026-07-24 21:00:00,1.79,0.0,0.0,0.0,1.79
2026-07-24 22:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-24 23:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-25 00:00:00,1.14,0.0,0.0,0.0,1.14
2026-07-25 01:00:00,1.35,0.0,0.0,0.0,1.35
2026-07-25 02:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-25 03:00:00,1.51,0.0,0.0,0.0,1.51
2026-07-25 04:00:00,1.45,0.0,0.0,0.0,1.45
2026-07-25 05:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-25 06:00:00,1.25,0.0,0.0,0.0,1.25
2026-07-25 07:00:00,1.4,0.0,0.0,0.0,1.4
2026-07-25 08:00:00,1.48,1.57,1.48,0.09,0.0
2026-07-25 09:00:00,1.16,1.88,1.16,0.72,0.0
2026-07-25 10:00:00,1.29,4.24,1.29,2.95,0.0
2026-07-25 11:00:00,1.44,3.12,1.44,1.68,0.0
2026-07-25 12:00:00,1.42,3.52,1.42,2.1,0.0
2026-07-25 13:00:00,1.4,5.94,1.4,4.54,0.0
2026-07-25 14:00:00,1.38,5.69,1.38,4.31,0.0
2026-07-25 15:00:00,1.17,5.15,1.17,3.98,0.0
2026-07-25 16:00:00,1.21,2.6,1.21,1.39,0.0
2026-07-25 17:00:00,1.22,1.77,1.22,0.55,0.0
2026-07-25 18:00:00,1.31,1.62,1.31,0.31,0.0
2026-07-25 19:00:00,1.58,0.0,0.0,0.0,1.58
2026-07-25 20:00:00,1.33,0.0,0.0,0.0,1.33
2026-07-25 21:00:00,1.45,0.0,0.0,0.0,1.45
2026-07-25 22:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-25 23:00:00,1.37,0.0,0.0,0.0,1.37
2026-07-26 00:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-26 01:00:00,1.34,0.0,0.0,0.0,1.34
2026-07-26 02:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-26 03:00:00,1.37,0.0,0.0,0.0,1.37
2026-07-26 04:00:00,1.35,0.0,0.0,0.0,1.35
2026-07-26 05:00:00,1.35,0.0,0.0,0.0,1.35
2026-07-26 06:00:00,1.28,0.0,0.0,0.0,1.28
2026-07-26 07:00:00,1.36,0.04,0.04,0.0,1.32
2026-07-26 08:00:00,1.44,0.31,0.31,0.0,1.13
2026-07-26 09:00:00,1.17,3.07,1.17,1.9,0.0
2026-07-26 10:00:00,1.49,0.36,0.36,0.0,1.13
2026-07-26 11:00:00,1.7,5.21,1.7,3.51,0.0
2026-07-26 12:00:00,1.39,3.37,1.39,1.98,0.0
2026-07-26 13:00:00,1.33,6.09,1.33,4.76,0.0
2026-07-26 14:00:00,1.42,3.52,1.42,2.1,0.0
2026-07-26 15:00:00,1.4,2.92,1.4,1.52,0.0
2026-07-26 16:00:00,1.49,4.54,1.49,3.05,0.0
2026-07-26 17:00:00,1.53,1.67,1.53,0.14,0.0
2026-07-26 18:00:00,1.37,1.03,1.03,0.0,0.34
2026-07-26 19:00:00,1.36,0.04,0.04,0.0,1.32
2026-07-26 20:00:00,1.32,0.0,0.0,0.0,1.32
2026-07-26 21:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-26 22:00:00,1.54,0.0,0.0,0.0,1.54
2026-07-26 23:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-27 00:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-27 01:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-27 02:00:00,1.74,0.0,0.0,0.0,1.74
2026-07-27 03:00:00,1.72,0.0,0.0,0.0,1.72
2026-07-27 04:00:00,1.48,0.0,0.0,0.0,1.48
2026-07-27 05:00:00,1.76,0.0,0.0,0.0,1.76
2026-07-27 06:00:00,1.69,0.0,0.0,0.0,1.69
2026-07-27 07:00:00,1.59,0.0,0.0,0.0,1.59
2026-07-27 08:00:00,12.23,1.65,1.65,0.0,10.58
2026-07-27 09:00:00,11.26,1.73,1.73,0.0,9.53
2026-07-27 10:00:00,11.69,0.77,0.77,0.0,10.92
2026-07-27 11:00:00,12.33,5.23,5.23,0.0,7.1
2026-07-27 12:00:00,10.84,5.8,5.8,0.0,5.04
2026-07-27 13:00:00,10.79,6.0,6.0,0.0,4.79
2026-07-27 14:00:00,12.64,5.68,5.68,0.0,6.96
2026-07-27 15:00:00,11.4,3.07,3.07,0.0,8.33
2026-07-27 16:00:00,10.34,4.17,4.17,0.0,6.17
2026-07-27 17:00:00,11.74,0.46,0.46,0.0,11.28
2026-07-27 18:00:00,10.54,0.36,0.36,0.0,10.18
2026-07-27 19:00:00,1.72,0.02,0.02,0.0,1.7
2026-07-27 20:00:00,1.76,0.0,0.0,0.0,1.76
2026-07-27 21:00:00,1.73,0.0,0.0,0.0,1.73
2026-07-27 22:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-27 23:00:00,1.41,0.0,0.0,0.0,1.41
2026-07-28 00:00:00,1.58,0.0,0.0,0.0,1.58
2026-07-28 01:00:00,1.58,0.0,0.0,0.0,1.58
2026-07-28 02:00:00,1.52,0.0,0.0,0.0,1.52
2026-07-28 03:00:00,1.9,0.0,0.0,0.0,1.9
2026-07-28 04:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-28 05:00:00,1.8,0.0,0.0,0.0,1.8
2026-07-28 06:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-28 07:00:00,1.49,0.0,0.0,0.0,1.49
2026-07-28 08:00:00,11.68,1.55,1.55,0.0,10.13
2026-07-28 09:00:00,11.37,3.14,3.14,0.0,8.23
2026-07-28 10:00:00,10.44,2.48,2.48,0.0,7.96
2026-07-28 11:00:00,12.5,5.19,5.19,0.0,7.31
2026-07-28 12:00:00,11.35,3.55,3.55,0.0,7.8
2026-07-28 13:00:00,10.57,5.9,5.9,0.0,4.67
2026-07-28 14:00:00,9.42,3.43,3.43,0.0,5.99
2026-07-28 15:00:00,10.22,3.02,3.02,0.0,7.2
2026-07-28 16:00:00,10.58,2.5,2.5,0.0,8.08
2026-07-28 17:00:00,11.49,3.05,3.05,0.0,8.44
2026-07-28 18:00:00,9.73,0.29,0.29,0.0,9.44
2026-07-28 19:00:00,1.68,0.0,0.0,0.0,1.68
2026-07-28 20:00:00,1.7,0.0,0.0,0.0,1.7
2026-07-28 21:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-28 22:00:00,1.3,0.0,0.0,0.0,1.3
2026-07-28 23:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-29 00:00:00,1.61,0.0,0.0,0.0,1.61
2026-07-29 01:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-29 02:00:00,1.59,0.0,0.0,0.0,1.59
2026-07-29 03:00:00,1.77,0.0,0.0,0.0,1.77
2026-07-29 04:00:00,1.58,0.0,0.0,0.0,1.58
2026-07-29 05:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-29 06:00:00,1.67,0.0,0.0,0.0,1.67
2026-07-29 07:00:00,1.6,0.04,0.04,0.0,1.56
2026-07-29 08:00:00,11.7,0.95,0.95,0.0,10.75
2026-07-29 09:00:00,11.7,3.14,3.14,0.0,8.56
2026-07-29 10:00:00,10.61,4.23,4.23,0.0,6.38
2026-07-29 11:00:00,10.88,5.17,5.17,0.0,5.71
2026-07-29 12:00:00,12.42,5.76,5.76,0.0,6.66
2026-07-29 13:00:00,12.3,6.02,6.02,0.0,6.28
2026-07-29 14:00:00,12.2,3.45,3.45,0.0,8.75
2026-07-29 15:00:00,10.52,0.74,0.74,0.0,9.78
2026-07-29 16:00:00,12.01,0.62,0.62,0.0,11.39
2026-07-29 17:00:00,11.53,3.13,3.13,0.0,8.4
2026-07-29 18:00:00,11.49,0.74,0.74,0.0,10.75
2026-07-29 19:00:00,1.71,0.0,0.0,0.0,1.71
2026-07-29 20:00:00,1.46,0.0,0.0,0.0,1.46
2026-07-29 21:00:00,1.64,0.0,0.0,0.0,1.64
2026-07-29 22:00:00,1.65,0.0,0.0,0.0,1.65
2026-07-29 23:00:00,1.56,0.0,0.0,0.0,1.56
2026-07-30 00:00:00,1.69,0.0,0.0,0.0,1.69
2026-07-30 01:00:00,1.42,0.0,0.0,0.0,1.42
2026-07-30 02:00:00,1.57,0.0,0.0,0.0,1.57
2026-07-30 03:00:00,1.78,0.0,0.0,0.0,1.78
2026-07-30 04:00:00,1.83,0.0,0.0,0.0,1.83
2026-07-30 05:00:00,1.53,0.0,0.0,0.0,1.53
2026-07-30 06:00:00,2.01,0.0,0.0,0.0,2.01
2026-07-30 07:00:00,1.86,0.0,0.0,0.0,1.86
2026-07-30 08:00:00,12.33,0.77,0.77,0.0,11.56
2026-07-30 09:00:00,11.89,3.1,3.1,0.0,8.79
2026-07-30 10:00:00,11.51,0.62,0.62,0.0,10.89
2026-07-30 11:00:00,12.63,3.13,3.13,0.0,9.5
2026-07-30 12:00:00,9.36,5.72,5.72,0.0,3.64
2026-07-30 13:00:00,10.65,3.75,3.75,0.0,6.9
2026-07-30 14:00:00,12.42,5.74,5.74,0.0,6.68
2026-07-30 15:00:00,11.11,5.14,5.14,0.0,5.97
2026-07-30 16:00:00,10.75,4.33,4.33,0.0,6.42
2026-07-30 17:00:00,12.13,3.08,3.08,0.0,9.05
2026-07-30 18:00:00,11.18,0.83,0.83,0.0,10.35
2026-07-30 19:00:00,1.2,0.0,0.0,0.0,1.2
2026-07-30 20:00:00,1.84,0.0,0.0,0.0,1.84
2026-07-30 21:00:00,1.75,0.0,0.0,0.0,1.75
2026-07-30 22:00:00,1.5,0.0,0.0,0.0,1.5
2026-07-30 23:00:00,1.71,0.0,0.0,0.0,1.71
2026-07-31 00:00:00,1.59,0.0,0.0,0.0,1.59
2026-07-31 01:00:00,1.57,0.0,0.0,0.0,1.57
2026-07-31 02:00:00,1.78,0.0,0.0,0.0,1.78
2026-07-31 03:00:00,1.67,0.0,0.0,0.0,1.67
2026-07-31 04:00:00,1.43,0.0,0.0,0.0,1.43
2026-07-31 05:00:00,1.63,0.0,0.0,0.0,1.63
2026-07-31 06:00:00,1.57,0.0,0.0,0.0,1.57
2026-07-31 07:00:00,1.66,0.0,0.0,0.0,1.66
2026-07-31 08:00:00,11.61,1.63,1.63,0.0,9.98
2026-07-31 09:00:00,11.55,3.28,3.28,0.0,8.27
2026-07-31 10:00:00,11.39,0.65,0.65,0.0,10.74
2026-07-31 11:00:00,10.33,5.04,5.04,0.0,5.29
2026-07-31 12:00:00,11.49,5.78,5.78,0.0,5.71
2026-07-31 13:00:00,11.18,3.67,3.67,0.0,7.51
2026-07-31 14:00:00,10.46,5.66,5.66,0.0,4.8
2026-07-31 15:00:00,11.51,2.9,2.9,0.0,8.61
2026-07-31 16:00:00,11.44,4.33,4.33,0.0,7.11
2026-07-31 17:00:00,10.54,1.69,1.69,0.0,8.85
2026-07-31 18:00:00,11.2,1.42,1.42,0.0,9.78
2026-07-31 19:00:00,1.5,0.06,0.06,0.0,1.44
2026-07-31 20:00:00,1.55,0.0,0.0,0.0,1.55
2026-07-31 21:00:00,1.76,0.0,0.0,0.0,1.76
2026-07-31 22:00:00,1.47,0.0,0.0,0.0,1.47
2026-07-31 23:00:00,1.79,0.0,0.0,0.0,1.79
